RabA,RabB,RabC,RabD,RabE,area,memERGIC,memGolgiMedial,memL,memLS,memS,memTGN,memTub,membraneMarker,proton,solL,solS,solubleMarker,volume,
30787.61,92362.82,1785052.95,30787.61,15393.8,1954384.79,473.29,5411.58,0.0,0.0,1560.1,1560.1,1.33,0.0,183.3,0.0,35974.0,1.0,1.887193976E7,
1791650.29,153938.04,15393.8,15393.8,15393.8,1991769.74,7159.18,889.23,8033.0,8033.0,3581.1,3581.1,0.2,1.0,478.81,196257.0,93968.97,0.0,1.933844293E7,
15393.8,61575.22,1769659.14,15393.8,15393.8,1877415.77,236.65,5411.58,0.0,0.0,1547.81,1547.81,0.8,0.0,181.99,0.0,35717.24,1.0,1.819846084E7,
1790550.73,107756.63,15393.8,15393.8,15393.8,1944488.77,7038.77,889.23,8033.0,8033.0,3472.09,3472.09,0.03,1.0,465.6,196257.0,91377.3,0.0,1.884077992E7,
15393.8,15393.8,1692690.12,15393.8,15393.8,1754265.34,236.65,5364.1,0.0,0.0,1509.11,1509.11,0.16,0.0,177.89,0.0,34912.24,1.0,1.712089456E7,
1873017.54,323269.88,46181.41,15393.8,15393.8,2273256.44,7455.79,889.23,8033.0,8033.0,3565.94,3565.94,0.92,1.0,476.78,196257.0,93571.1,0.0,2.167385045E7,
15393.8,15393.8,1615721.1,15393.8,15393.8,1677296.32,236.65,5215.04,0.0,0.0,1468.67,1468.67,0.03,0.0,173.62,0.0,34075.07,1.0,1.644741563E7,
1854325.06,461814.12,123150.43,15393.8,15393.8,2470077.22,7455.79,518.72,8033.0,8033.0,3612.12,3612.12,2.16,1.0,481.11,196257.0,94421.68,0.0,2.369109138E7,
15393.8,15393.8,1554145.89,15393.8,15393.8,1615721.1,236.65,5115.18,0.0,0.0,1441.58,1441.58,0.01,0.0,170.77,0.0,33514.63,1.0,1.590863249E7,
1859822.85,431026.51,92362.82,15393.8,15393.8,2413999.8,7394.59,518.72,8033.0,8033.0,3544.6,3544.6,0.7,1.0,473.0,196257.0,92829.74,0.0,2.347424487E7,
15393.8,15393.8,1477176.87,15393.8,15393.8,1538752.08,236.65,5012.28,0.0,0.0,1413.71,1413.71,0.0,0.0,167.84,0.0,32939.64,1.0,1.523515357E7,
1825736.57,400238.9,76969.02,15393.8,15393.8,2333732.1,7271.96,432.26,8033.0,8033.0,3453.51,3453.51,0.15,1.0,462.03,196257.0,90676.36,0.0,2.265086396E7,
15393.8,46181.41,1507964.47,15393.8,15393.8,1600327.3,236.65,5185.19,0.0,0.0,1491.07,1491.07,0.05,0.0,177.4,0.0,34816.97,1.0,1.577393671E7,
1837831.7,323269.88,30787.61,15393.8,15393.8,2222676.8,7271.96,172.91,8033.0,8033.0,3338.98,3338.98,0.02,1.0,448.19,196257.0,87960.53,0.0,2.162533455E7,
15393.8,30787.61,1584933.49,15393.8,15393.8,1661902.51,236.65,5680.97,0.0,0.0,1541.23,1541.23,0.38,0.0,183.39,0.0,35990.93,1.0,1.631271985E7,
1803745.42,323269.88,15393.8,15393.8,15393.8,2173196.72,7211.45,172.91,8033.0,8033.0,3246.83,3246.83,0.0,1.0,437.02,196257.0,85768.55,0.0,2.108862366E7,
15393.8,15393.8,1523358.28,15393.8,15393.8,1584933.49,236.65,5569.53,0.0,0.0,1498.13,1498.13,0.06,0.0,178.82,0.0,35094.4,1.0,1.563924092E7,
1824637.01,261694.67,15393.8,15393.8,15393.8,2132513.09,7211.45,172.91,8033.0,8033.0,3201.43,3201.43,0.0,1.0,431.49,196257.0,84683.5,0.0,2.068861579E7,
15393.8,15393.8,1446389.26,15393.8,15393.8,1507964.47,236.65,5344.41,0.0,0.0,1439.93,1439.93,0.0,0.0,172.66,0.0,33885.37,1.0,1.4965762E7,
1756464.45,184725.65,15393.8,15393.8,15393.8,1987371.51,7089.77,172.91,8033.0,8033.0,3085.28,3085.28,0.0,1.0,417.34,196257.0,81906.52,0.0,1.932839489E7,
15393.8,92362.82,1554145.89,61575.22,15393.8,1738871.53,236.65,5720.67,0.0,0.0,1621.87,1621.87,1.88,0.0,193.27,0.0,37929.65,1.0,1.698619877E7,
1825736.57,184725.65,15393.8,15393.8,15393.8,2056643.63,7158.43,172.91,8033.0,8033.0,3010.4,3010.4,0.06,1.0,407.96,196257.0,80065.2,0.0,1.98599416E7,
15393.8,61575.22,1600327.3,61575.22,15393.8,1754265.34,236.65,5860.27,0.0,0.0,1607.84,1607.84,0.06,0.0,192.51,0.0,37781.68,1.0,1.712089456E7,
1807044.09,184725.65,15393.8,15393.8,15393.8,2037951.15,7158.43,172.91,8033.0,8033.0,3010.4,3010.4,0.06,1.0,407.96,196257.0,80065.2,0.0,1.970939069E7,
15393.8,15393.8,1554145.89,15393.8,15393.8,1615721.1,236.65,5803.35,0.0,0.0,1550.88,1550.88,0.01,0.0,186.4,0.0,36582.81,1.0,1.590863249E7,
1827935.69,153938.04,15393.8,15393.8,15393.8,2028055.14,7158.43,172.91,8033.0,8033.0,2987.72,2987.72,0.04,1.0,405.18,196257.0,79519.52,0.0,1.962871543E7,
15393.8,15393.8,1477176.87,15393.8,15393.8,1538752.08,236.65,5684.87,0.0,0.0,1520.46,1520.46,0.0,0.0,183.16,0.0,35947.19,1.0,1.523515357E7,
1821338.34,153938.04,15393.8,15393.8,15393.8,2021457.79,7158.43,172.91,8033.0,8033.0,2965.04,2965.04,0.02,1.0,402.4,196257.0,78973.85,0.0,1.951425885E7,
15393.8,15393.8,1492570.67,30787.61,15393.8,1569539.69,236.65,5625.62,0.0,0.0,1504.76,1504.76,0.24,0.0,181.56,0.0,35632.88,1.0,1.550454514E7,
1811442.32,123150.43,15393.8,15393.8,15393.8,1980774.17,7098.11,172.91,8033.0,8033.0,2920.0,2920.0,0.01,1.0,396.86,196257.0,77887.45,0.0,1.918071842E7,
15393.8,15393.8,1461783.06,15393.8,15393.8,1523358.28,236.65,5625.62,0.0,0.0,1504.76,1504.76,0.24,0.0,181.56,0.0,35632.88,1.0,1.510045778E7,
1798247.64,123150.43,15393.8,15393.8,15393.8,1967579.48,6921.36,172.91,8033.0,8033.0,2853.37,2853.37,0.0,1.0,388.66,196257.0,76277.07,0.0,1.905108925E7,
15393.8,123150.43,1600327.3,76969.02,15393.8,1831234.36,236.65,5764.48,0.0,0.0,1662.6,1662.6,0.43,0.0,199.62,0.0,39177.17,1.0,1.779437348E7,
1807044.09,215513.26,15393.8,15393.8,15393.8,2068738.76,7039.99,172.91,8033.0,8033.0,2878.75,2878.75,0.0,1.0,391.73,196257.0,76879.99,0.0,1.989610987E7,
15393.8,92362.82,1569539.69,30787.61,15393.8,1723477.73,236.65,5708.49,0.0,0.0,1591.53,1591.53,0.02,0.0,191.95,0.0,37671.6,1.0,1.685150299E7,
1836732.15,200119.45,30787.61,15393.8,15393.8,2098426.81,7039.99,172.91,8033.0,8033.0,2857.69,2857.69,0.0,1.0,389.14,196257.0,76370.75,0.0,2.028709186E7,
15393.8,15393.8,1507964.47,15393.8,15393.8,1569539.69,236.65,5594.83,0.0,0.0,1532.65,1532.65,0.0,0.0,185.62,0.0,36429.26,1.0,1.550454514E7,
1796048.52,153938.04,46181.41,15393.8,15393.8,2026955.58,7039.99,172.91,8033.0,8033.0,2815.19,2815.19,0.0,1.0,383.9,196257.0,75343.25,0.0,1.963447892E7,
15393.8,15393.8,1384814.04,15393.8,15393.8,1446389.26,236.65,5476.36,0.0,0.0,1501.52,1501.52,0.0,0.0,182.29,0.0,35776.41,1.0,1.442697886E7,
1807044.09,123150.43,15393.8,15393.8,15393.8,1976375.94,6806.13,172.91,8033.0,8033.0,2709.98,2709.98,0.0,1.0,370.9,196257.0,72791.21,0.0,1.915405266E7,
15393.8,92362.82,1723477.73,15393.8,15393.8,1862021.97,236.65,6576.73,0.0,0.0,1684.22,1684.22,0.16,0.0,202.91,0.0,39822.43,1.0,1.806376505E7,
1880714.44,123150.43,30787.61,15393.8,15393.8,2065440.09,7039.99,172.91,8033.0,8033.0,2751.96,2751.96,0.0,1.0,376.07,196257.0,73805.89,0.0,1.986370918E7,
15393.8,15393.8,1646508.71,15393.8,15393.8,1708083.93,236.65,6458.17,0.0,0.0,1598.87,1598.87,0.01,0.0,193.66,0.0,38006.17,1.0,1.67168072E7,
1819139.23,46181.41,15393.8,15393.8,15393.8,1911502.05,6923.31,172.91,8033.0,8033.0,2646.86,2646.86,0.0,1.0,363.03,196257.0,71247.33,0.0,1.851675133E7,
15393.8,15393.8,1584933.49,15393.8,15393.8,1646508.71,236.65,6337.41,0.0,0.0,1570.05,1570.05,0.0,0.0,190.53,0.0,37393.7,1.0,1.617802406E7,
1840030.82,107756.63,15393.8,15393.8,15393.8,1993968.86,6982.54,172.91,8033.0,8033.0,2648.88,2648.88,0.0,1.0,363.28,196257.0,71296.32,0.0,1.932691139E7,
15393.8,15393.8,1538752.08,15393.8,15393.8,1600327.3,236.65,6213.7,0.0,0.0,1540.55,1540.55,0.0,0.0,187.35,0.0,36768.4,1.0,1.577393671E7,
1787252.06,30787.61,15393.8,15393.8,15393.8,1864221.08,6924.4,172.91,8033.0,8033.0,2566.96,2566.96,0.0,1.0,353.1,196257.0,69298.46,0.0,1.811837468E7,
15393.8,15393.8,1400207.85,15393.8,15393.8,1461783.06,236.65,6148.94,0.0,0.0,1525.14,1525.14,0.0,0.0,185.69,0.0,36443.32,1.0,1.456167464E7,
1859822.85,153938.04,15393.8,15393.8,15393.8,2059942.3,6982.2,172.91,8033.0,8033.0,2569.1,2569.1,0.0,1.0,353.3,196257.0,69337.04,0.0,1.974378543E7,
15393.8,15393.8,1307845.02,15393.8,15393.8,1369420.24,236.65,6010.6,0.0,0.0,1492.31,1492.31,0.0,0.0,182.19,0.0,35756.04,1.0,1.375349993E7,
1856524.18,200119.45,46181.41,15393.8,15393.8,2133612.65,6982.1,129.68,8033.0,8033.0,2581.52,2581.52,0.01,1.0,354.39,196257.0,69550.9,0.0,2.054997756E7,
15393.8,15393.8,1246269.81,15393.8,15393.8,1307845.02,236.65,5795.83,0.0,0.0,1441.41,1441.41,0.0,0.0,176.78,0.0,34695.11,1.0,1.321471679E7,
1822437.9,123150.43,15393.8,15393.8,15393.8,1991769.74,6982.1,64.84,8033.0,8033.0,2486.61,2486.61,0.0,1.0,342.59,196257.0,67235.43,0.0,1.935502742E7,
15393.8,61575.22,1492570.67,15393.8,15393.8,1600327.3,236.65,6239.68,0.0,0.0,1610.91,1610.91,0.05,0.0,196.65,0.0,38594.0,1.0,1.577393671E7,
1775156.93,61575.22,15393.8,15393.8,15393.8,1882913.56,6749.7,64.84,8033.0,8033.0,2371.61,2371.61,0.0,1.0,328.23,196257.0,64418.34,0.0,1.826896017E7,
15393.8,46181.41,1415601.65,15393.8,15393.8,1507964.47,236.65,5917.91,0.0,0.0,1517.93,1517.93,0.0,0.0,186.57,0.0,36616.65,1.0,1.4965762E7,
1777356.04,15393.8,15393.8,15393.8,15393.8,1838931.26,6692.73,64.84,8033.0,8033.0,2352.71,2352.71,0.0,1.0,325.86,196257.0,63952.56,0.0,1.782052187E7,
15393.8,46181.41,1492570.67,15393.8,15393.8,1584933.49,236.65,6285.37,0.0,0.0,1588.33,1588.33,0.02,0.0,194.36,0.0,38143.61,1.0,1.563924092E7,
1798247.64,46181.41,15393.8,15393.8,15393.8,1890610.46,6866.42,64.84,8033.0,8033.0,2347.26,2347.26,0.03,1.0,325.02,196257.0,63787.7,0.0,1.81963865E7,
15393.8,30787.61,1430995.45,15393.8,15393.8,1507964.47,236.65,6090.2,0.0,0.0,1541.59,1541.59,0.0,0.0,189.29,0.0,37149.34,1.0,1.4965762E7,
1819139.23,76969.02,15393.8,15393.8,15393.8,1942289.66,7239.38,64.83,8033.0,8033.0,2335.71,2335.71,0.01,1.0,322.94,196257.0,63379.46,0.0,1.867086539E7,
15393.8,123150.43,1554145.89,61575.22,15393.8,1769659.14,236.65,6567.0,0.0,0.0,1682.73,1682.73,0.01,0.0,205.94,0.0,40416.35,1.0,1.725559034E7,
1824637.01,46181.41,15393.8,15393.8,15393.8,1916999.84,7239.38,64.83,8033.0,8033.0,2335.71,2335.71,0.01,1.0,322.94,196257.0,63379.46,0.0,1.853775384E7,
15393.8,123150.43,1554145.89,46181.41,15393.8,1754265.34,236.65,6567.0,0.0,0.0,1682.73,1682.73,0.01,0.0,205.94,0.0,40416.35,1.0,1.712089456E7,
1725676.84,15393.8,15393.8,15393.8,15393.8,1787252.06,7050.7,64.83,8033.0,8033.0,2258.59,2258.59,0.0,1.0,313.3,196257.0,61487.89,0.0,1.736244883E7,
15393.8,76969.02,1492570.67,15393.8,15393.8,1615721.1,236.65,6371.2,0.0,0.0,1622.85,1622.85,0.0,0.0,199.38,0.0,39128.84,1.0,1.590863249E7,
1856524.18,184725.65,15393.8,15393.8,15393.8,2087431.24,7517.76,64.83,8033.0,8033.0,2347.42,2347.42,0.01,1.0,324.02,196257.0,63592.06,0.0,2.017903402E7,
15393.8,107756.63,1507964.47,61575.22,15393.8,1708083.93,236.65,6689.59,0.0,0.0,1693.56,1693.56,0.02,0.0,207.47,0.0,40716.89,1.0,1.67168072E7,
1803745.42,123150.43,15393.8,15393.8,15393.8,1973077.27,7393.38,64.83,8033.0,8033.0,2277.28,2277.28,0.0,1.0,315.26,196257.0,61871.17,0.0,1.910510049E7,
15393.8,76969.02,1446389.26,46181.41,15393.8,1600327.3,236.65,6551.57,0.0,0.0,1631.79,1631.79,0.0,0.0,200.71,0.0,39390.83,1.0,1.577393671E7,
1790550.73,107756.63,15393.8,15393.8,15393.8,1944488.77,7268.93,64.83,8033.0,8033.0,2224.59,2224.59,0.0,1.0,308.65,196257.0,60573.91,0.0,1.882425639E7,
15393.8,107756.63,1600327.3,123150.43,15393.8,1862021.97,236.65,7269.08,0.0,0.0,1748.43,1748.43,0.0,0.0,214.12,0.0,42021.69,1.0,1.806376505E7,
1842229.93,123150.43,15393.8,15393.8,15393.8,2011561.78,7595.29,64.83,8033.0,8033.0,2240.54,2240.54,0.0,1.0,310.45,196257.0,60927.28,0.0,1.938402211E7,
15393.8,230907.06,1677296.32,184725.65,15393.8,2123716.63,236.65,7344.96,0.0,0.0,1915.72,1915.72,0.02,0.0,233.99,0.0,45922.83,1.0,2.03535934E7,
1782853.83,76969.02,15393.8,15393.8,15393.8,1906004.26,7530.83,64.83,8033.0,8033.0,2171.34,2171.34,0.0,1.0,301.76,196257.0,59222.43,0.0,1.84957774E7,
15393.8,230907.06,1615721.1,153938.04,15393.8,2031353.81,236.65,7212.55,0.0,0.0,1884.58,1884.58,0.0,0.0,230.47,0.0,45231.89,1.0,1.954541869E7,
1836732.15,46181.41,15393.8,15393.8,15393.8,1929094.97,7533.2,64.83,8033.0,8033.0,2137.96,2137.96,0.0,1.0,297.54,196257.0,58394.86,0.0,1.865654501E7,
15393.8,246300.86,1692690.12,215513.26,15393.8,2185291.85,236.65,7295.13,0.0,0.0,1943.24,1943.24,0.0,0.0,237.46,0.0,46602.46,1.0,2.089237654E7,
1796048.52,76969.02,15393.8,15393.8,15393.8,1919198.95,7531.29,64.83,8033.0,8033.0,2137.75,2137.75,0.0,1.0,297.52,196257.0,58389.78,0.0,1.855935174E7,
15393.8,246300.86,1646508.71,200119.45,15393.8,2123716.63,236.65,7162.45,0.0,0.0,1902.17,1902.17,0.0,0.0,232.86,0.0,45701.1,1.0,2.03535934E7,
1745468.88,15393.8,15393.8,15393.8,15393.8,1807044.09,7157.46,64.83,8033.0,8033.0,2003.74,2003.74,0.0,1.0,280.59,196257.0,55067.21,0.0,1.755680389E7,
15393.8,230907.06,1692690.12,184725.65,15393.8,2139110.44,307.88,7182.9,0.0,0.0,1946.68,1946.68,0.0,0.0,237.98,0.0,46704.8,1.0,2.048828919E7,
1643210.04,15393.8,15393.8,15393.8,15393.8,1704785.25,6902.98,64.83,8033.0,8033.0,1934.94,1934.94,0.0,1.0,271.85,196257.0,53352.96,0.0,1.648733084E7,
0.0,0.0,15393.8,0.0,0.0,15393.8,0.0,65.92,0.0,0.0,14.22,14.22,0.0,0.0,1.59,0.0,311.17,1.0,134695.79,
1782853.83,30787.61,15393.8,15393.8,15393.8,1859822.85,7113.76,64.83,8033.0,8033.0,1984.84,1984.84,0.0,1.0,278.02,196257.0,54563.91,0.0,1.794341405E7,
0.0,0.0,15393.8,0.0,0.0,15393.8,0.0,65.92,0.0,0.0,14.22,14.22,0.0,0.0,1.59,0.0,311.17,1.0,134695.79,
1714681.27,15393.8,30787.61,15393.8,15393.8,1791650.29,6869.88,168.08,8033.0,8033.0,1928.94,1928.94,0.0,1.0,270.7,196257.0,53125.91,0.0,1.732345183E7,
15393.8,169331.84,1785052.95,200119.45,30787.61,2200685.65,307.88,7717.71,0.0,0.0,2005.61,2005.61,0.0,0.0,244.73,0.0,48029.83,1.0,2.102707233E7,
1778455.6,30787.61,15393.8,15393.8,15393.8,1855424.62,7023.07,84.04,8033.0,8033.0,1928.18,1928.18,0.0,1.0,270.41,196257.0,53069.77,0.0,1.786741733E7,
15393.8,215513.26,1831234.36,307876.08,15393.8,2385411.3,184.66,7733.45,0.0,0.0,2060.09,2060.09,0.0,0.0,251.32,0.0,49323.68,1.0,2.264342175E7,
1682794.11,15393.8,15393.8,15393.8,15393.8,1744369.32,6838.76,84.04,8033.0,8033.0,1879.29,1879.29,0.0,1.0,264.2,196257.0,51851.21,0.0,1.692498465E7,
15393.8,153938.04,1754265.34,277088.47,15393.8,2216079.46,184.66,7603.43,0.0,0.0,1993.01,1993.01,0.0,0.0,243.78,0.0,47844.26,1.0,2.116176811E7,
1604725.53,15393.8,15393.8,15393.8,15393.8,1666300.74,6591.76,84.04,8033.0,8033.0,1813.78,1813.78,0.0,1.0,255.85,196257.0,50211.38,0.0,1.615876894E7,
15393.8,76969.02,1723477.73,246300.86,15393.8,2077535.22,184.66,7536.71,0.0,0.0,1937.44,1937.44,0.0,0.0,237.56,0.0,46622.18,1.0,1.994950605E7,
1602526.41,15393.8,15393.8,15393.8,15393.8,1664101.63,6591.76,84.04,8033.0,8033.0,1797.31,1797.31,0.0,1.0,253.73,196257.0,49797.09,0.0,1.605556639E7,
15393.8,15393.8,1708083.93,153938.04,15393.8,1908203.38,184.66,7469.39,0.0,0.0,1835.49,1835.49,0.0,0.0,226.18,0.0,44389.8,1.0,1.846785241E7,
1621218.89,15393.8,15393.8,15393.8,15393.8,1682794.11,6349.39,84.04,8033.0,8033.0,1733.57,1733.57,0.0,1.0,245.56,196257.0,48193.09,0.0,1.628790144E7,
